what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1283735934305
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1283735934305
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1283735934305
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1283735934305
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1283735934305
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1283735934305
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1283735934305
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1283735934305
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1283735934305
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1283735934305
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1283735934305
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1283735934305
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1283735934320
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1283735934320
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1283735934320
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1283735934320
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1283735934320
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1283735934320
started,bundle,com.collabnet.subversion.merge,2.1.0,"com.collabnet.subversion.merge",1283735934320
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1283735934320
started,bundle,org.tigris.subversion.subclipse.core,1.6.12,"org.tigris.subversion.subclipse.core",1283735934320
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1283735934320
started,bundle,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui",1283735934320
started,bundle,com.cenqua.clover.core,3.0.1.v20100331641641,"com.cenqua.clover.core",1283735934320
started,bundle,com.cenqua.clover.testoptimization,3.0.1.v20100331641641,"com.cenqua.clover.testoptimization",1283735934320
os,sysinfo,,,"win32",1283735934336
arch,sysinfo,,,"x86",1283735934336
ws,sysinfo,,,"win32",1283735934336
locale,sysinfo,,,"en_AU",1283735934336
processors,sysinfo,,,"2",1283735934336
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1283735934336
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1283735934336
java.specification.name,sysinfo,,,"Java Platform API Specification",1283735934336
